,reaction_id,rxn_smiles,DG_TS
1427,1633,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1,18.3
1428,1634,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],18.5
1429,1635,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][cH:8][nH+:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][cH:8][nH+:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],18.1
1430,1636,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,20.1
1431,1637,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1,17.7
1432,1638,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][nH+:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][cH:13][nH+:14]1,17.8
1433,1639,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][nH+:12][cH:13][cH:14]1,18.7
1434,1640,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[cH:13][nH+:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,20.6
1435,1641,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][nH+:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15][nH+:14]1,17.6
1436,1642,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][n:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][cH:13][n:14]1,18.9
1437,1643,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][n:12][cH:13][cH:14]1,19.4
1438,1644,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[cH:13][n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,17.9
1439,1645,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][n:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15][n:14]1,17.7
1440,1646,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][n:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][n:15]1,18.6
1441,1647,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][n:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],18.8
1442,1648,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][nH+:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][nH+:15]1,17.5
1443,1649,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],19.2
1444,1650,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH+:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[nH+:13][cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,18.0
1445,1651,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH+:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][nH+:13][cH:14]1,20.9
1446,1652,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[n:13][cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,16.8
1447,1653,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][n:13][cH:14]1,18.7
1448,1654,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15],17.4
1449,1655,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1,16.6
1450,1656,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,17.1
1451,1657,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15],23.6
1452,1658,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1,14.7
1453,1659,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,17.0
1454,1663,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][cH:13][n:14][cH:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:11][cH:12][cH:13][n:14]1,18.0
1455,1664,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15][cH:14]1,17.0
1456,1665,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[cH:13][n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15]1,17.1
1457,1666,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][s:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][s:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,21.6
1458,1667,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1,18.9
1461,1670,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][s:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][s:14]1,16.6
1462,1671,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[s:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[s:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],19.9
1463,1672,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][s:12][cH:13][nH+:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[s:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:14]1,15.3
1464,1673,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH+:11][cH:12][s:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:11][cH:12][s:13]1,20.4
1465,1674,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1,15.4
1466,1675,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14],19.5
1468,1677,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[s:11][cH:12][nH+:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[s:11][cH:12][nH+:13]1,21.1
1469,1678,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][s:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][s:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],21.8
1470,1679,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][s:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][s:14]1,16.1
1471,1682,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][s:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][s:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],17.0
1472,1683,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[s:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[s:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],16.7
1473,1684,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][s:12][nH+:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][s:12][nH+:13]1,16.5
1474,1685,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][s:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][nH+:12][s:13]1,17.9
1475,1686,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[s:13][nH+:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[s:13][nH+:14]1,15.4
1476,1687,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14],19.2
1477,1690,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][o:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][o:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,21.6
1478,1691,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1,16.1
1481,1694,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][o:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][o:14]1,15.2
1482,1695,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[o:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[o:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],17.4
1484,1697,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH+:11][cH:12][o:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:11][cH:12][o:13]1,16.8
1485,1698,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1,15.0
1486,1699,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][cH:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14],20.0
1487,1700,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][o:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[nH+:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14]1,14.6
1488,1701,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[o:11][cH:12][nH+:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:11][cH:12][nH+:13]1,20.4
1489,1702,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][o:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][o:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],24.0
1490,1703,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][o:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][o:14]1,14.8
1491,1706,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][o:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH+:7][o:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],19.1
1492,1707,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[o:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[o:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],15.7
1493,1708,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][o:12][nH+:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][o:12][nH+:13]1,20.0
1494,1709,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][o:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][nH+:12][o:13]1,15.3
1495,1710,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[o:13][nH+:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[o:13][nH+:14]1,18.1
1496,1711,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH+:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH+:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14],21.4
1497,1712,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH+:13][o:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14][nH+:13]1,19.7
1498,1713,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[o:11][nH+:12][cH:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:11][nH+:12][cH:13]1,24.2
1499,1714,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[nH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,18.4
1500,1716,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][nH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[nH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:14]1,17.2
1501,1717,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH:11][cH:12][nH+:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:11][cH:12][nH:13]1,20.1
1502,1718,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][nH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][nH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],22.5
1503,1719,[F:1][C:2]([F:3])([F:4])[CH2:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][nH:14]1>>[F:1][C:2]([F:3])([F:4])[CH2:5][c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][nH:14]1,19.5
1504,1720,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH+:11][nH:12][cH:13][cH:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:11][nH:12][cH:13]1,24.7
1505,1721,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH:13][nH+:14]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:14][nH:13]1,21.0
1506,1722,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[o:9]1,10.4
1507,1723,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:8][o:9]1,14.8
1508,1724,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,13.5
1509,1725,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[o:9]1,9.8
1510,1726,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:8][o:9]1,14.5
1511,1727,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,14.0
1512,1728,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][c:8](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:9]1,11.0
1513,1729,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,14.2
1514,1730,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][cH:9]1.[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,9.9
